# Synthetic JUMP activity-results packet

The data are synthetic but intentionally shaped like jx/JUMP metadata.

Join keys: compound_metadata.jcp_id -> activity_results.jcp_id; activity_results.qc_plate_id -> plate_qc.qc_plate_id.

## TABLE compound_metadata
jcp_id,compound_name,inchi_key_stub,primary_target,target_confidence,moa_note,structure_alerts
JCP2022_RND0507,NDUFA9,compound,5.0,0.347,0.14,7,0.68,1.927,PLATE_007,PROF_D0507_NDUFA9_5p0
JCP2022_RND0187,MAPK1,compound,0.5,0.528,0.527,7,0.498,0.73,PLATE_007,PROF_D0187_MAPK1_0p5
JCP2022_RND0596,UQCRC1,compound,5.0,0.644,0.196,7,0.786,-0.371,PLATE_001,PROF_D0596_UQCRC1_5p0
JCP2022_RND0155,NDUFA9,compound,5.0,0.117,0.285,8,0.839,-1.018,PLATE_007,PROF_D0155_NDUFA9_5p0
JCP2022_RND0361,HDAC1,compound,5.0,0.588,0.423,5,0.642,-1.713,PLATE_011,PROF_D0361_HDAC1_5p0
JCP2022_RND0438,UQCRC1,compound,5.0,0.506,0.149,7,0.398,2.11,PLATE_024,PROF_D0438_UQCRC1_5p0
JCP2022_RND0133,HDAC1,compound,5.0,0.204,0.312,5,0.435,0.669,PLATE_021,PROF_D0133_HDAC1_5p0
JCP2022_RND0032,HDAC1,compound,5.0,0.19,0.514,7,0.394,-1.59,PLATE_022,PROF_D0032_HDAC1_5p0
JCP2022_RND0478,NDUFA9,compound,5.0,0.211,0.242,5,0.89,-1.642,PLATE_004,PROF_D0478_NDUFA9_5p0
JCP2022_RND0042,MAPK1,compound,5.0,0.489,0.504,5,0.837,1.291,PLATE_014,PROF_D0042_MAPK1_5p0
JCP2022_RND0016,BRD4,compound,5.0,0.321,0.385,8,0.598,-0.568,PLATE_021,PROF_D0016_BRD4_5p0
JCP2022_RND0848,NDUFS2,compound,5.0,0.488,0.52,5,0.848,-0.672,PLATE_002,PROF_D0848_NDUFS2_5p0
JCP2022_RND0326,ATP5F1A,compound,5.0,0.353,0.113,5,0.82,0.913,PLATE_024,PROF_D0326_ATP5F1A_5p0
JCP2022_RND0767,NDUFA9,compound,0.5,0.425,0.233,5,0.75,2.375,PLATE_002,PROF_D0767_NDUFA9_0p5
JCP2022_RND0259,HDAC1,compound,5.0,0.157,0.499,5,0.715,1.756,PLATE_005,PROF_D0259_HDAC1_5p0
JCP2022_RND0600,HDAC1,compound,0.5,0.594,0.442,4,0.7,1.512,PLATE_011,PROF_D0600_HDAC1_0p5
JCP2022_RND0330,PIK3CA,compound,5.0,0.192,0.587,7,0.395,2.288,PLATE_004,PROF_D0330_PIK3CA_5p0
JCP2022_RND0162,TP53,compound,0.5,0.177,0.294,7,0.718,1.613,PLATE_007,PROF_D0162_TP53_0p5
JCP2022_RND0025,BRD4,compound,0.5,0.207,0.635,6,0.791,1.763,PLATE_005,PROF_D0025_BRD4_0p5
JCP2022_RND0411,NDUFA9,compound,5.0,0.136,0.196,5,0.644,-0.924,PLATE_003,PROF_D0411_NDUFA9_5p0
JCP2022_RND0889,UQCRC1,compound,0.5,0.431,0.213,5,0.379,-1.029,PLATE_019,PROF_D0889_UQCRC1_0p5
JCP2022_RND0156,BRD4,compound,5.0,0.393,0.199,7,0.747,0.737,PLATE_010,PROF_D0156_BRD4_5p0
JCP2022_RND0596,BCL2,compound,5.0,0.266,0.58,8,0.878,-0.059,PLATE_001,PROF_D0596_BCL2_5p0
JCP2022_RND0603,NDUFS2,compound,5.0,0.466,0.397,7,0.592,-1.157,PLATE_013,PROF_D0603_NDUFS2_5p0
JCP2022_RND0777,HDAC1,compound,0.5,0.374,0.021,4,0.433,1.834,PLATE_005,PROF_D0777_HDAC1_0p5
JCP2022_RND0749,BCL2,compound,0.5,0.44,0.394,5,0.713,-1.268,PLATE_006,PROF_D0749_BCL2_0p5
JCP2022_RND0766,BCL2,compound,0.5,0.083,0.07,4,0.756,-0.75,PLATE_023,PROF_D0766_BCL2_0p5
JCP2022_RND0897,NDUFA9,compound,0.5,0.469,0.265,4,0.734,-1.269,PLATE_021,PROF_D0897_NDUFA9_0p5
JCP2022_RND0348,MAPK1,compound,5.0,0.573,0.388,8,0.554,-0.217,PLATE_008,PROF_D0348_MAPK1_5p0
JCP2022_RND0332,BRD4,compound,5.0,0.211,0.51,4,0.748,-1.093,PLATE_019,PROF_D0332_BRD4_5p0
JCP2022_RND0178,BCL2,compound,5.0,0.324,0.337,8,0.427,-0.4,PLATE_021,PROF_D0178_BCL2_5p0
JCP2022_RND0420,NDUFA9,compound,5.0,0.366,0.554,4,0.707,-0.957,PLATE_015,PROF_D0420_NDUFA9_5p0
JCP2022_RND0390,TP53,compound,0.5,0.388,0.644,4,0.765,-2.399,PLATE_011,PROF_D0390_TP53_0p5
JCP2022_RND0198,PIK3CA,compound,5.0,0.699,0.287,6,0.435,1.743,PLATE_019,PROF_D0198_PIK3CA_5p0
JCP2022_RND0219,NDUFS2,compound,5.0,0.125,0.257,4,0.537,2.044,PLATE_003,PROF_D0219_NDUFS2_5p0
JCP2022_RND0738,UQCRC1,compound,5.0,0.616,0.242,7,0.577,-1.37,PLATE_015,PROF_D0738_UQCRC1_5p0
JCP2022_RND0748,MAPK1,compound,0.5,0.152,0.533,8,0.442,1.527,PLATE_017,PROF_D0748_MAPK1_0p5
JCP2022_RND0153,BCL2,compound,0.5,0.601,0.105,6,0.457,-0.302,PLATE_007,PROF_D0153_BCL2_0p5
JCP2022_RND0041,ATP5F1A,compound,5.0,0.247,0.264,4,0.408,-1.378,PLATE_003,PROF_D0041_ATP5F1A_5p0
JCP2022_RND0018,BCL2,compound,5.0,0.102,0.634,8,0.706,0.191,PLATE_017,PROF_D0018_BCL2_5p0
JCP2022_RND0497,ATP5F1A,compound,0.5,0.329,0.188,5,0.685,-2.313,PLATE_005,PROF_D0497_ATP5F1A_0p5
JCP2022_RND0160,BCL2,compound,0.5,0.361,0.624,6,0.796,-1.651,PLATE_008,PROF_D0160_BCL2_0p5
JCP2022_RND0837,PIK3CA,compound,0.5,0.618,0.246,7,0.736,2.146,PLATE_020,PROF_D0837_PIK3CA_0p5
JCP2022_RND0123,HDAC1,compound,0.5,0.618,0.216,8,0.68,2.098,PLATE_006,PROF_D0123_HDAC1_0p5
JCP2022_RND0337,NDUFA9,compound,5.0,0.487,0.618,5,0.591,1.213,PLATE_003,PROF_D0337_NDUFA9_5p0
JCP2022_RND0342,HDAC1,compound,5.0,0.522,0.057,7,0.72,-2.11,PLATE_021,PROF_D0342_HDAC1_5p0
JCP2022_RND0868,TOMM20,compound,0.5,0.637,0.316,7,0.55,1.406,PLATE_014,PROF_D0868_TOMM20_0p5
JCP2022_RND0640,MTOR,compound,5.0,0.234,0.646,4,0.661,2.141,PLATE_003,PROF_D0640_MTOR_5p0
JCP2022_RND0192,BRD4,compound,5.0,0.561,0.611,7,0.685,-2.21,PLATE_010,PROF_D0192_BRD4_5p0
JCP2022_RND0717,NDUFS2,compound,0.5,0.113,0.391,8,0.698,-1.228,PLATE_014,PROF_D0717_NDUFS2_0p5
JCP2022_RND0469,UQCRC1,compound,0.5,0.1,0.083,4,0.707,1.306,PLATE_005,PROF_D0469_UQCRC1_0p5
JCP2022_RND0733,BCL2,compound,0.5,0.361,0.424,7,0.484,0.512,PLATE_007,PROF_D0733_BCL2_0p5
JCP2022_RND0359,MTOR,compound,5.0,0.172,0.089,6,0.798,-0.887,PLATE_008,PROF_D0359_MTOR_5p0
JCP2022_RND0746,NDUFS2,compound,5.0,0.413,0.578,8,0.444,2.132,PLATE_008,PROF_D0746_NDUFS2_5p0
JCP2022_RND0002,BRD4,compound,5.0,0.451,0.558,4,0.637,-2.158,PLATE_017,PROF_D0002_BRD4_5p0
JCP2022_RND0350,BRD4,compound,5.0,0.455,0.139,7,0.46,-0.819,PLATE_013,PROF_D0350_BRD4_5p0
JCP2022_RND0837,MTOR,compound,0.5,0.326,0.063,5,0.823,-1.434,PLATE_020,PROF_D0837_MTOR_0p5
JCP2022_RND0879,HDAC1,compound,5.0,0.204,0.579,7,0.616,2.08,PLATE_005,PROF_D0879_HDAC1_5p0
JCP2022_RND0863,MTOR,compound,0.5,0.74,0.273,4,0.862,-1.27,PLATE_016,PROF_D0863_MTOR_0p5
JCP2022_RND0838,ATP5F1A,compound,0.5,0.329,0.043,4,0.483,1.399,PLATE_017,PROF_D0838_ATP5F1A_0p5
JCP2022_RND0104,HDAC1,compound,5.0,0.295,0.49,6,0.427,-2.29,PLATE_022,PROF_D0104_HDAC1_5p0
JCP2022_RND0020,BRD4,compound,5.0,0.185,0.398,5,0.654,0.531,PLATE_011,PROF_D0020_BRD4_5p0
JCP2022_RND0855,HDAC1,compound,5.0,0.193,0.291,7,0.633,-0.614,PLATE_019,PROF_D0855_HDAC1_5p0
JCP2022_RND0158,MAPK1,compound,0.5,0.412,0.208,5,0.396,2.384,PLATE_020,PROF_D0158_MAPK1_0p5
JCP2022_RND0294,PIK3CA,compound,5.0,0.389,0.301,4,0.66,-1.402,PLATE_017,PROF_D0294_PIK3CA_5p0
JCP2022_RND0333,BRD4,compound,5.0,0.164,0.108,8,0.474,-2.116,PLATE_004,PROF_D0333_BRD4_5p0
JCP2022_RND0201,BCL2,compound,0.5,0.665,0.292,6,0.517,-2.012,PLATE_001,PROF_D0201_BCL2_0p5
JCP2022_RND0798,PIK3CA,compound,5.0,0.279,0.607,7,0.513,-1.218,PLATE_021,PROF_D0798_PIK3CA_5p0
JCP2022_RND0895,BCL2,compound,0.5,0.695,0.602,7,0.887,1.432,PLATE_014,PROF_D0895_BCL2_0p5
JCP2022_RND0784,NDUFA9,compound,5.0,0.321,0.558,7,0.768,-0.687,PLATE_013,PROF_D0784_NDUFA9_5p0
JCP2022_RND0870,BCL2,compound,0.5,0.391,0.161,7,0.869,1.225,PLATE_012,PROF_D0870_BCL2_0p5
JCP2022_RND0890,BRD4,compound,0.5,0.292,0.35,8,0.7,-1.23,PLATE_001,PROF_D0890_BRD4_0p5
JCP2022_RND0172,NDUFA9,compound,5.0,0.182,0.386,5,0.675,-0.504,PLATE_021,PROF_D0172_NDUFA9_5p0
JCP2022_RND0138,BCL2,compound,0.5,0.097,0.067,4,0.577,-0.382,PLATE_013,PROF_D0138_BCL2_0p5
JCP2022_RND0013,MAPK1,compound,0.5,0.674,0.518,6,0.742,0.643,PLATE_011,PROF_D0013_MAPK1_0p5
JCP2022_RND0703,MAPK1,compound,0.5,0.535,0.275,6,0.461,-0.103,PLATE_021,PROF_D0703_MAPK1_0p5
JCP2022_RND0658,MAPK1,compound,5.0,0.431,0.297,8,0.426,1.39,PLATE_021,PROF_D0658_MAPK1_5p0
JCP2022_RND0061,MAPK1,compound,0.5,0.192,0.547,6,0.49,0.771,PLATE_014,PROF_D0061_MAPK1_0p5
JCP2022_RND0874,BCL2,compound,5.0,0.122,0.485,7,0.511,-1.454,PLATE_016,PROF_D0874_BCL2_5p0
JCP2022_RND0040,ATP5F1A,compound,0.5,0.643,0.4,5,0.651,1.317,PLATE_022,PROF_D0040_ATP5F1A_0p5
JCP2022_RND0093,MTOR,compound,5.0,0.294,0.18,8,0.412,-0.457,PLATE_004,PROF_D0093_MTOR_5p0
JCP2022_RND0786,NDUFS2,compound,5.0,0.578,0.316,4,0.792,-1.97,PLATE_003,PROF_D0786_NDUFS2_5p0
JCP2022_RND0232,TP53,compound,5.0,0.136,0.285,4,0.601,1.871,PLATE_001,PROF_D0232_TP53_5p0
JCP2022_RND0193,NDUFA9,compound,0.5,0.738,0.068,7,0.39,0.126,PLATE_009,PROF_D0193_NDUFA9_0p5
JCP2022_RND0679,MTOR,compound,5.0,0.484,0.468,7,0.661,-0.677,PLATE_012,PROF_D0679_MTOR_5p0
JCP2022_RND0079,BCL2,compound,5.0,0.367,0.362,7,0.487,-2.241,PLATE_024,PROF_D0079_BCL2_5p0
JCP2022_RND0501,ATP5F1A,compound,5.0,0.367,0.088,7,0.632,-2.144,PLATE_023,PROF_D0501_ATP5F1A_5p0
JCP2022_RND0569,ATP5F1A,compound,5.0,0.351,0.282,6,0.763,-1.399,PLATE_018,PROF_D0569_ATP5F1A_5p0
JCP2022_RND0014,BRD4,compound,5.0,0.542,0.119,5,0.404,-0.25,PLATE_006,PROF_D0014_BRD4_5p0
JCP2022_RND0015,NDUFS2,compound,0.5,0.246,0.51,6,0.841,-0.22,PLATE_003,PROF_D0015_NDUFS2_0p5
JCP2022_RND0771,MTOR,compound,5.0,0.508,0.084,7,0.387,0.69,PLATE_003,PROF_D0771_MTOR_5p0
JCP2022_RND0655,UQCRC1,compound,5.0,0.23,0.344,6,0.776,-1.939,PLATE_001,PROF_D0655_UQCRC1_5p0
JCP2022_RND0171,MAPK1,compound,0.5,0.452,0.386,8,0.862,1.351,PLATE_012,PROF_D0171_MAPK1_0p5
JCP2022_RND0110,MTOR,compound,0.5,0.1,0.46,6,0.736,0.513,PLATE_001,PROF_D0110_MTOR_0p5
JCP2022_RND0426,HDAC1,compound,0.5,0.255,0.057,4,0.712,1.999,PLATE_018,PROF_D0426_HDAC1_0p5
JCP2022_RND0070,BRD4,compound,5.0,0.58,0.634,5,0.846,1.676,PLATE_002,PROF_D0070_BRD4_5p0
JCP2022_RND0602,TOMM20,compound,0.5,0.262,0.578,8,0.682,0.214,PLATE_018,PROF_D0602_TOMM20_0p5
JCP2022_RND0292,MTOR,compound,5.0,0.486,0.457,8,0.8,-0.731,PLATE_006,PROF_D0292_MTOR_5p0
JCP2022_RND0390,NDUFS2,compound,0.5,0.117,0.56,7,0.758,-0.581,PLATE_011,PROF_D0390_NDUFS2_0p5
JCP2022_RND0321,UQCRC1,compound,0.5,0.694,0.167,4,0.827,0.063,PLATE_023,PROF_D0321_UQCRC1_0p5
JCP2022_RND0388,MAPK1,compound,0.5,0.377,0.45,6,0.671,-0.115,PLATE_015,PROF_D0388_MAPK1_0p5
JCP2022_RND0740,UQCRC1,compound,0.5,0.42,0.608,7,0.534,-0.937,PLATE_001,PROF_D0740_UQCRC1_0p5
JCP2022_RND0367,NDUFA9,compound,5.0,0.118,0.147,7,0.609,-0.464,PLATE_018,PROF_D0367_NDUFA9_5p0
JCP2022_RND0321,TP53,compound,5.0,0.318,0.186,6,0.736,0.355,PLATE_023,PROF_D0321_TP53_5p0
JCP2022_RND0679,NDUFS2,compound,0.5,0.543,0.532,8,0.718,-1.969,PLATE_012,PROF_D0679_NDUFS2_0p5
JCP2022_RND0395,NDUFS2,compound,0.5,0.209,0.099,8,0.566,0.686,PLATE_021,PROF_D0395_NDUFS2_0p5
JCP2022_RND0231,HDAC1,compound,0.5,0.475,0.54,5,0.413,-1.809,PLATE_011,PROF_D0231_HDAC1_0p5
JCP2022_RND0217,BCL2,compound,5.0,0.721,0.284,5,0.737,1.203,PLATE_024,PROF_D0217_BCL2_5p0
JCP2022_RND0324,MAPK1,compound,0.5,0.712,0.247,6,0.884,-2.119,PLATE_013,PROF_D0324_MAPK1_0p5
JCP2022_RND0227,HDAC1,compound,0.5,0.428,0.284,6,0.643,2.347,PLATE_023,PROF_D0227_HDAC1_0p5
JCP2022_RND0790,HDAC1,compound,0.5,0.713,0.157,4,0.829,0.419,PLATE_001,PROF_D0790_HDAC1_0p5
JCP2022_RND0555,TP53,compound,0.5,0.501,0.204,4,0.81,0.766,PLATE_014,PROF_D0555_TP53_0p5
JCP2022_RND0465,MTOR,compound,0.5,0.678,0.541,8,0.402,-2.171,PLATE_016,PROF_D0465_MTOR_0p5
JCP2022_RND0305,NDUFS2,compound,5.0,0.171,0.273,4,0.54,-1.77,PLATE_013,PROF_D0305_NDUFS2_5p0
JCP2022_RND0118,ATP5F1A,compound,5.0,0.15,0.427,6,0.771,-1.741,PLATE_023,PROF_D0118_ATP5F1A_5p0
JCP2022_RND0125,NDUFA9,compound,0.5,0.218,0.13,8,0.784,-0.354,PLATE_016,PROF_D0125_NDUFA9_0p5
JCP2022_RND0422,MTOR,compound,0.5,0.635,0.111,4,0.388,0.537,PLATE_001,PROF_D0422_MTOR_0p5
JCP2022_RND0529,BCL2,compound,5.0,0.614,0.156,5,0.756,1.82,PLATE_024,PROF_D0529_BCL2_5p0
JCP2022_RND0109,MTOR,compound,0.5,0.576,0.298,4,0.77,0.578,PLATE_003,PROF_D0109_MTOR_0p5
JCP2022_RND0139,TP53,compound,5.0,0.606,0.296,5,0.551,1.861,PLATE_008,PROF_D0139_TP53_5p0
JCP2022_RND0360,NDUFS2,compound,5.0,0.512,0.64,5,0.439,0.291,PLATE_018,PROF_D0360_NDUFS2_5p0
JCP2022_RND0745,BCL2,compound,0.5,0.485,0.229,6,0.598,-1.809,PLATE_006,PROF_D0745_BCL2_0p5
JCP2022_RND0313,MTOR,compound,0.5,0.405,0.257,5,0.577,1.844,PLATE_003,PROF_D0313_MTOR_0p5
JCP2022_RND0404,BCL2,compound,5.0,0.603,0.296,4,0.804,0.124,PLATE_024,PROF_D0404_BCL2_5p0
JCP2022_RND0352,BCL2,compound,5.0,0.191,0.077,6,0.808,-0.991,PLATE_009,PROF_D0352_BCL2_5p0
JCP2022_RND0761,PIK3CA,compound,0.5,0.116,0.327,4,0.567,-1.126,PLATE_019,PROF_D0761_PIK3CA_0p5
JCP2022_RND0838,ATP5F1A,compound,5.0,0.163,0.534,6,0.605,-2.027,PLATE_017,PROF_D0838_ATP5F1A_5p0
JCP2022_RND0482,MAPK1,compound,5.0,0.618,0.23,5,0.37,-2.016,PLATE_011,PROF_D0482_MAPK1_5p0
JCP2022_RND0224,TP53,compound,0.5,0.275,0.058,6,0.429,0.307,PLATE_019,PROF_D0224_TP53_0p5
JCP2022_RND0071,PIK3CA,compound,5.0,0.232,0.031,6,0.641,1.881,PLATE_013,PROF_D0071_PIK3CA_5p0
JCP2022_RND0100,NDUFA9,compound,5.0,0.089,0.657,4,0.539,2.062,PLATE_019,PROF_D0100_NDUFA9_5p0
JCP2022_RND0654,BCL2,compound,0.5,0.587,0.048,8,0.873,1.713,PLATE_021,PROF_D0654_BCL2_0p5
JCP2022_RND0592,BRD4,compound,0.5,0.24,0.589,4,0.804,1.695,PLATE_001,PROF_D0592_BRD4_0p5
JCP2022_RND0149,MTOR,compound,0.5,0.682,0.114,8,0.652,-0.444,PLATE_017,PROF_D0149_MTOR_0p5
JCP2022_RND0224,MAPK1,compound,0.5,0.382,0.385,6,0.818,-0.644,PLATE_019,PROF_D0224_MAPK1_0p5
JCP2022_RND0858,MTOR,compound,5.0,0.229,0.179,7,0.811,0.086,PLATE_006,PROF_D0858_MTOR_5p0
JCP2022_RND0114,PIK3CA,compound,5.0,0.416,0.119,8,0.672,0.337,PLATE_005,PROF_D0114_PIK3CA_5p0
JCP2022_RND0223,TP53,compound,0.5,0.404,0.535,7,0.519,-2.142,PLATE_024,PROF_D0223_TP53_0p5
JCP2022_RND0122,ATP5F1A,compound,0.5,0.116,0.499,7,0.385,0.267,PLATE_015,PROF_D0122_ATP5F1A_0p5
JCP2022_RND0301,MAPK1,compound,5.0,0.638,0.461,7,0.428,-1.994,PLATE_014,PROF_D0301_MAPK1_5p0
JCP2022_RND0866,BRD4,compound,0.5,0.539,0.35,7,0.564,-1.921,PLATE_003,PROF_D0866_BRD4_0p5
JCP2022_RND0440,MTOR,compound,0.5,0.504,0.587,4,0.716,-1.54,PLATE_016,PROF_D0440_MTOR_0p5
JCP2022_RND0692,MTOR,compound,0.5,0.153,0.442,7,0.366,1.585,PLATE_015,PROF_D0692_MTOR_0p5
JCP2022_RND0288,TP53,compound,5.0,0.707,0.181,5,0.391,0.48,PLATE_003,PROF_D0288_TP53_5p0
JCP2022_RND0292,ATP5F1A,compound,0.5,0.205,0.267,4,0.803,-1.14,PLATE_006,PROF_D0292_ATP5F1A_0p5
JCP2022_RND0670,NDUFS2,compound,5.0,0.083,0.592,4,0.376,-1.667,PLATE_008,PROF_D0670_NDUFS2_5p0
JCP2022_RND0398,UQCRC1,compound,5.0,0.697,0.356,7,0.763,-1.256,PLATE_011,PROF_D0398_UQCRC1_5p0
JCP2022_RND0836,HDAC1,compound,0.5,0.501,0.397,8,0.651,-0.336,PLATE_007,PROF_D0836_HDAC1_0p5
JCP2022_RND0623,NDUFA9,compound,5.0,0.298,0.554,4,0.72,-1.946,PLATE_013,PROF_D0623_NDUFA9_5p0
JCP2022_RND0135,NDUFS2,compound,5.0,0.644,0.345,4,0.848,0.51,PLATE_014,PROF_D0135_NDUFS2_5p0
JCP2022_RND0387,MTOR,compound,5.0,0.665,0.145,5,0.585,1.096,PLATE_012,PROF_D0387_MTOR_5p0
JCP2022_RND0250,MAPK1,compound,5.0,0.674,0.143,4,0.848,1.18,PLATE_011,PROF_D0250_MAPK1_5p0
JCP2022_RND0258,MAPK1,compound,5.0,0.366,0.095,5,0.383,-0.5,PLATE_003,PROF_D0258_MAPK1_5p0
JCP2022_RND0543,UQCRC1,compound,0.5,0.403,0.643,5,0.589,0.569,PLATE_003,PROF_D0543_UQCRC1_0p5
JCP2022_RND0193,UQCRC1,compound,5.0,0.445,0.13,7,0.857,-1.528,PLATE_009,PROF_D0193_UQCRC1_5p0
JCP2022_RND0634,NDUFS2,compound,5.0,0.214,0.325,6,0.792,0.77,PLATE_019,PROF_D0634_NDUFS2_5p0
JCP2022_RND0517,NDUFS2,compound,0.5,0.269,0.08,5,0.457,-1.75,PLATE_013,PROF_D0517_NDUFS2_0p5
JCP2022_RND0685,BRD4,compound,0.5,0.685,0.542,5,0.68,-1.896,PLATE_005,PROF_D0685_BRD4_0p5
JCP2022_RND0212,TP53,compound,0.5,0.477,0.248,7,0.563,2.148,PLATE_015,PROF_D0212_TP53_0p5
JCP2022_RND0007,MTOR,compound,0.5,0.293,0.351,5,0.788,-1.173,PLATE_013,PROF_D0007_MTOR_0p5
JCP2022_RND0888,ATP5F1A,compound,0.5,0.698,0.541,6,0.677,-1.059,PLATE_004,PROF_D0888_ATP5F1A_0p5
JCP2022_RND0798,PIK3CA,compound,0.5,0.704,0.15,4,0.511,-0.498,PLATE_021,PROF_D0798_PIK3CA_0p5
JCP2022_RND0362,BCL2,compound,5.0,0.53,0.049,4,0.814,-1.757,PLATE_015,PROF_D0362_BCL2_5p0
JCP2022_TRAP_QC,TP53,compound,0.5,0.598,0.121,4,0.472,0.494,PLATE_004,PROF_AP_QC_TP53_0p5
JCP2022_RND0487,BRD4,compound,5.0,0.107,0.571,8,0.425,-0.927,PLATE_012,PROF_D0487_BRD4_5p0
JCP2022_RND0433,ATP5F1A,compound,5.0,0.147,0.64,6,0.443,-2.351,PLATE_010,PROF_D0433_ATP5F1A_5p0
JCP2022_RND0338,ATP5F1A,compound,0.5,0.519,0.399,4,0.567,1.117,PLATE_002,PROF_D0338_ATP5F1A_0p5
JCP2022_RND0010,ATP5F1A,compound,5.0,0.152,0.174,7,0.407,0.546,PLATE_006,PROF_D0010_ATP5F1A_5p0
JCP2022_RND0082,MAPK1,compound,5.0,0.428,0.249,6,0.699,0.408,PLATE_014,PROF_D0082_MAPK1_5p0
JCP2022_RND0232,NDUFA9,compound,0.5,0.096,0.333,7,0.708,-0.856,PLATE_001,PROF_D0232_NDUFA9_0p5
JCP2022_RND0272,UQCRC1,compound,5.0,0.642,0.15,5,0.617,1.258,PLATE_018,PROF_D0272_UQCRC1_5p0
JCP2022_RND0514,TP53,compound,5.0,0.145,0.059,6,0.536,-1.875,PLATE_015,PROF_D0514_TP53_5p0
JCP2022_RND0513,TOMM20,compound,0.5,0.556,0.331,5,0.391,-0.664,PLATE_016,PROF_D0513_TOMM20_0p5
JCP2022_RND0397,BRD4,compound,0.5,0.145,0.569,5,0.628,0.038,PLATE_014,PROF_D0397_BRD4_0p5
JCP2022_RND0581,ATP5F1A,compound,0.5,0.15,0.543,5,0.71,-0.079,PLATE_001,PROF_D0581_ATP5F1A_0p5
JCP2022_RND0154,TOMM20,compound,0.5,0.201,0.656,8,0.479,0.216,PLATE_020,PROF_D0154_TOMM20_0p5
JCP2022_RND0365,NDUFS2,compound,0.5,0.685,0.528,5,0.553,0.32,PLATE_009,PROF_D0365_NDUFS2_0p5
JCP2022_RND0091,MTOR,compound,5.0,0.681,0.185,5,0.553,-1.763,PLATE_004,PROF_D0091_MTOR_5p0
JCP2022_RND0663,NDUFA9,compound,5.0,0.465,0.232,5,0.741,2.134,PLATE_021,PROF_D0663_NDUFA9_5p0
JCP2022_RND0459,PIK3CA,compound,0.5,0.528,0.37,4,0.699,1.193,PLATE_003,PROF_D0459_PIK3CA_0p5
JCP2022_RND0427,MAPK1,compound,0.5,0.186,0.53,5,0.657,0.435,PLATE_008,PROF_D0427_MAPK1_0p5
JCP2022_RND0309,NDUFA9,compound,5.0,0.107,0.503,6,0.54,1.114,PLATE_015,PROF_D0309_NDUFA9_5p0
JCP2022_RND0839,TP53,compound,5.0,0.172,0.2,7,0.688,1.098,PLATE_006,PROF_D0839_TP53_5p0
JCP2022_RND0657,MTOR,compound,0.5,0.095,0.128,4,0.704,-0.216,PLATE_004,PROF_D0657_MTOR_0p5
JCP2022_RND0240,NDUFS2,compound,0.5,0.461,0.236,4,0.682,-2.279,PLATE_002,PROF_D0240_NDUFS2_0p5
JCP2022_RND0556,BRD4,compound,0.5,0.63,0.459,4,0.687,0.55,PLATE_010,PROF_D0556_BRD4_0p5
JCP2022_RND0320,NDUFA9,compound,5.0,0.207,0.52,6,0.771,-0.298,PLATE_013,PROF_D0320_NDUFA9_5p0
JCP2022_RND0720,HDAC1,compound,5.0,0.364,0.5,7,0.659,2.32,PLATE_007,PROF_D0720_HDAC1_5p0
JCP2022_RND0135,PIK3CA,compound,0.5,0.096,0.659,5,0.586,-1.11,PLATE_014,PROF_D0135_PIK3CA_0p5
JCP2022_RND0293,MAPK1,compound,0.5,0.432,0.257,5,0.861,-0.844,PLATE_002,PROF_D0293_MAPK1_0p5
JCP2022_RND0038,UQCRC1,compound,0.5,0.296,0.147,8,0.872,2.07,PLATE_007,PROF_D0038_UQCRC1_0p5
JCP2022_RND0827,MAPK1,compound,5.0,0.17,0.411,7,0.822,0.089,PLATE_004,PROF_D0827_MAPK1_5p0
JCP2022_RND0034,TOMM20,compound,0.5,0.188,0.57,7,0.713,-2.262,PLATE_019,PROF_D0034_TOMM20_0p5
JCP2022_RND0457,MAPK1,compound,5.0,0.626,0.258,5,0.447,-0.668,PLATE_021,PROF_D0457_MAPK1_5p0
JCP2022_RND0288,NDUFA9,compound,0.5,0.597,0.235,7,0.692,-2.25,PLATE_003,PROF_D0288_NDUFA9_0p5
JCP2022_RND0558,PIK3CA,compound,0.5,0.377,0.295,5,0.424,1.51,PLATE_002,PROF_D0558_PIK3CA_0p5
JCP2022_RND0850,MAPK1,compound,5.0,0.545,0.491,6,0.789,1.994,PLATE_012,PROF_D0850_MAPK1_5p0
JCP2022_RND0089,HDAC1,compound,5.0,0.554,0.403,5,0.734,-0.332,PLATE_012,PROF_D0089_HDAC1_5p0
JCP2022_RND0768,MAPK1,compound,5.0,0.191,0.301,8,0.425,-1.343,PLATE_011,PROF_D0768_MAPK1_5p0
JCP2022_RND0157,PIK3CA,compound,5.0,0.665,0.493,4,0.601,-0.853,PLATE_015,PROF_D0157_PIK3CA_5p0
JCP2022_RND0892,NDUFS2,compound,0.5,0.425,0.045,8,0.796,1.558,PLATE_002,PROF_D0892_NDUFS2_0p5
JCP2022_RND0456,BCL2,compound,0.5,0.616,0.496,4,0.682,0.953,PLATE_012,PROF_D0456_BCL2_0p5
JCP2022_RND0022,BRD4,compound,0.5,0.279,0.579,8,0.578,-1.204,PLATE_022,PROF_D0022_BRD4_0p5
JCP2022_RND0731,BRD4,compound,0.5,0.664,0.583,7,0.647,1.266,PLATE_012,PROF_D0731_BRD4_0p5
